PROJECT_TITLE,ABSTRACT_TEXT,CORE_PROJECT_NUM,PI_NAMEs,ORG_NAME,FISCAL_YEAR,SOURCE,EXP_HEAVY_METALS,EXP_AIR_POLLUTION,EXP_PFAS,EXP_PESTICIDES,EXP_PHTHALATES_BPA,EXP_SOLVENTS,EXP_PAHS_DIOXINS_PCBS,EXP_FLAME_RETARDANTS,EXP_MICROPLASTICS,EXP_NITRATES,MECH_NEURODEGENERATION,MECH_INFLAMMATION,MECH_OXIDATIVE_MITOCHONDRIAL,MECH_ENDOCRINE,MECH_MICROBIOME,MECH_IMMUNE_DYSFUNCTION,MECH_DNA_DAMAGE,MECH_EPIGENETIC,MECH_RECEPTOR_SIGNALING,MECH_SENESCENCE_CELL_DEATH,MECH_BARRIER_DISRUPTION,ORGAN_BRAIN_NERVOUS,ORGAN_GI_GUT,ORGAN_RESPIRATORY,ORGAN_CARDIOVASCULAR,ORGAN_REPRODUCTIVE,ORGAN_LIVER,ORGAN_KIDNEY,ORGAN_IMMUNE,ORGAN_SKIN,ORGAN_ENDOCRINE,TYPE_MECHANISTIC,TYPE_TOXICITY_SCREENING,TYPE_BIOMARKER,TYPE_RISK_ASSESSMENT,TYPE_INTERVENTION,TYPE_METHODS,TYPE_CONFERENCE,TYPE_CENTER_CORE,ADMINISTERING_IC,STAGE_EXPOSURE_CHAR,STAGE_TOXICITY,STAGE_MECHANISM,STAGE_HEALTH_OUTCOME,STAGE_INTERVENTION,PARTICLE_MICRO,PARTICLE_NANO,PARTICLE_FIBER,PARTICLE_ADDITIVE,MODEL_INVITRO,MODEL_RODENT,MODEL_ZEBRAFISH,MODEL_OTHER_ANIMAL,MODEL_HUMAN,MODEL_ENVIRONMENTAL,END_UPTAKE,END_INFLAMMATION,END_OXIDATIVE,END_GUT_MICROBIOME,END_REPRODUCTIVE,END_CARDIOVASCULAR,END_RESPIRATORY,END_NEURO,END_IMMUNE,END_GENOTOXIC,LLM_MECH_OXIDATIVE,LLM_MECH_INFLAMMATION,LLM_MECH_BARRIER,LLM_MECH_MICROBIOME,LLM_MECH_ENDOCRINE,LLM_MECH_NEURODEGENERATION,LLM_MECH_IMMUNE,LLM_MECH_DNA_DAMAGE,LLM_MECH_RECEPTOR,LLM_MECH_CELL_DEATH,LLM_OTHER_MECHANISMS,LLM_MECH_METABOLIC,doi,pub_date,STUDY_DETECTION_HUMAN,STUDY_EXPOSURE,FIRST_LAST_AUTHOR_ORG,LLM_HUMAN_HEALTH_RELEVANT,LLM_CONFIDENCE,LLM_STUDY_DETECTION,LLM_STUDY_EXPOSURE_ASSESSMENT,LLM_MECH_OXIDATIVE_STRESS,LLM_MECH_BARRIER_DISRUPTION,LLM_MECH_IMMUNE_DYSFUNCTION,LLM_MECH_RECEPTOR_SIGNALING,LLM_ORGAN_BRAIN_NERVOUS,LLM_ORGAN_CARDIOVASCULAR,LLM_ORGAN_GI_GUT,LLM_ORGAN_RESPIRATORY,LLM_ORGAN_REPRODUCTIVE,LLM_ORGAN_LIVER,LLM_ORGAN_KIDNEY,LLM_ORGAN_IMMUNE,LLM_ORGAN_ENDOCRINE,LLM_MODEL_INVITRO,LLM_MODEL_RODENT,LLM_MODEL_ZEBRAFISH,LLM_MODEL_HUMAN,LLM_MODEL_ENVIRONMENTAL,LLM_MODEL_OTHER_ANIMAL
"Biobased, Biodegradable but not bio-neutral: about the effects of polylactic acid nanoparticles on macrophages","Plastics are persistent pollutants, because of their slow degradation, which suggests that they may lead to cumulative and/or delayed adverse effects due to their progressive accumulation over time. Macroplastics produced by human activity are released in the environment, where they degrade into micro and nanoplastics that are very easily uptaken by a wide variety of organisms, including humans. Microplastics and nanoplastics being particulates, they are handled in the body by specialized cells such as macrophages (or their evolutionary counterparts), where they can elicit a variety of responses. One solution to alleviate the problems due to biopersistence, such as accumulation over life, would be to use biodegradable plastics. One of the emerging biodegradable plastics being polylactide, we decided to test the responses of macrophages to polylactide nanoparticles, using a combination of untargeted proteomics and targeted validation experiments. Proteomics showed important adaptive changes in the proteome in response to exposure to polylactide nanoparticles. These changes affected for example mitochondrial, cytoskeletal and lysosomal proteins, but also proteins implicated in immune functions or redox homeostasis. Validation experiments showed that many of these changes were homeostatic, with no induced oxidative stress and no gross perturbation of the mitochondrial function. However, polylactide particles altered the immune functions such as phagocytosis (−20%) or cytokine production (2-fold increase for TNF production), which may translate into a decreased ability to macrophages to respond to bacterial infections. Furthermore, polylactide particles also induced moderate cross-toxicity with some quinones such as phenanthrene quinone, a combustion by-product that is a suspected carcinogen.",bio_ad220ebb754a,"Véronique Collin-Faure, Marianne Vitipon, Hélène Diemer, Sarah Cianférani, Elisabeth Darrouzet, Thierry Rabilloud *",,2024.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,,,10.1101/2024.07.15.603484,2024-07-15,1,0,"This work used the flow cytometry facility and the microscopy facility MuLife of IRIG/DBSCI, funded by CEA Nanobio and by GRAL LabEX (ANR-10-LABX-49-01), a project of the University Grenoble Alpes gra...",1.0,high,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
In vivo  exposure of mixed microplastic particles in mice and its impacts on the murine gut microbiome and metabolome,"Microplastics (MPs) are emerging environmental contaminants due to increasing global plastic production and waste. Microplastics, defined as plastic particles less than 5 mm in diameter, are formed through degradation of larger plastics via sunlight, weathering, and microbes. These plastic compounds are widely detected in water, soil, food, as well as human stool and blood. The gut microbiome, often referred to as our second genome, is important in human health and is the primary point of contact for orally ingested microplastics. To investigate the impact of ingested MPs on the gut microbiome and the metabolome, 8 weeks-old male and female C57/BL6 mice were orally gavaged mixed plastic (5 um) exposure consisting of polystyrene, polyethylene, and the biodegradable/biocompatible plastic, poly-(lactic-co-glycolic acid) twice a week for 4 weeks at 0, 2, or 4 mg/week (n = 8/group). Fecal pellets were collected for bacterial DNA extraction and metagenomic shotgun sequencing, and serum was subjected to targeted and untargeted metabolomics. MPs exposure resulted in significant sex-specific and dose-dependent changes to the gut microbiome composition along with substantial regulation of the predicted metabolic pathways. Untargeted metabolomics in serum showed that a low MPs dose displayed a more prominent effect on key metabolic pathways such as amino acid metabolism, mitochondrial function, and inflammation. Additionally, SCFA-targeted metabolomics showed significant changes in neuroprotective SCFAs levels in both sexes by MPs exposure. In conclusion, our study has demonstrated that microplastics dysregulate the gut microbiome and serum metabolome, providing critical insights into potential human disease risks associated with microplastic contamination.",bio_761e26fc7503,"Kyle Joohyung Kim, Marcus Garcia, Aaron S. Romero, Yan Jin, Jinhua Chi, Matthew J. Campen *, Haiwei Gu, Jason R. Richardson *, Eliseo F. Castillo *, Julia Yue Cui *","Department of Environmental & Occupational Health Sciences, University of Washington , Seattle WA,  USA",2025.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,10.1101/2025.07.15.664901,2025-07-15,1,0,"Department of Environmental & Occupational Health Sciences, University of Washington , Seattle WA,  USA",1.0,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Oral Feeding of Nanoplastics reduces Brain function of Mice by Inducing Intestinal IL-1β-producing Macrophages,"Nanoplastics (NPs) as contaminants in food and water have drawn an increasing public attention. However, little is known about how NPs shape the gut immune landscape after entering the body. The objective of the study was to explore indirect effects caused by the interaction of NPs with the mammalian gut and whole immune system after entering the body. In this study, we fabricated NPs (∼500 nm) and microplastics (MPs) (∼2 μm) and aimed to evaluate their in vivo effects by feeding them in mice. The mechanism was then investigated by various technology including single-cell RNA sequencing of gut and brain tissue. The results suggested that NPs showed a better ability to induce gut macrophage activation than did MPs. In addition, NPs triggered gut interleukin 1 beta (IL-1β)-producing macrophage reprogramming via inducing lysosomal damage after phagocytosis. More importantly, IL-1β released from the intestine could affect brain immunity, leading to microglial activation and Th17 differentiation, all of which correlated with a decline in cognitive and short-term memory in NPs-fed mice Thus, this study provides new insight into the mechanism of action of the gut-brain axis and delineates the way NPs reduce brain function, highlights the importance to fix the plastic pollution problem worldwide.",bio_a94589aa6c17,"Qianyu Yang, Huaxing Dai, Ying Cheng, Beilei Wang, Jialu Xu, Yue Zhang, Yitong Chen, Fang Xu, Qingle Ma, Ziying Fei, Fang Lin *, Chao Wang *","Institute of Functional Nano & Soft Materials (FUNSOM), Jiangsu Key Laboratory for Carbon-based Functional Materials and Devices, Soochow University ,",2022.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,10.1101/2022.11.04.515261,2022-11-04,0,0,"a Health and Environmental Risk Division, National Institute for Environmental Studies , Tsukuba, Ibaraki 305-8506,  Japan",1.0,high,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Airborne Nanoplastics Perturb Mitochondrial Complex I via the ND6 Axis: Polymer-Specific Mitoepigenetic Remodeling Integrating Experimental, In Silico, and Machine Learning Analyses",,bio_180a31a48571,"Pradyumna Kumar Mishra *, Aneha K Rajan †, Apoorva Chouksey †, Vikas Gurjar †, Aniket Aglawe †, Ashwani Pathak †, Rajnarayan Tiwari, Devojit Kumar Sarma, Ravi Prakash Tiwari, Rupesh K. Srivasatava","Division of Environmental Biotechnology, Genetics & Molecular Biology (EBGMB), ICMR-National Institute for Research in Environmental Health (NIREH) ,",2025.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,10.64898/2025.12.19.695405,2025-12-19,0,0,"Division of Environmental Biotechnology, Genetics & Molecular Biology (EBGMB), ICMR-National Institute for Research in Environmental Health (NIREH) , Bhopal,  India",1.0,high,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microplastic Exposure Promotes Amyloid Misfolding and Metabolic Impairment at Sub-Lethal Doses in an In Vitro Cellular Model of Alzheimer’s Disease,,bio_adf8f6286c93,"Iran Augusto Neves da Silva *, Agnes Paulus, Valeriia Skoryk, Kar Yan Su, Fátima Herranz-Trillo, Oxana Klementieva *","a Medical Microspectroscopy, Department of Experimental Medicine, Faculty of Medicine, Lund University , Lund,  Sweden",2025.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,10.64898/2025.12.22.696023,2025-12-22,0,0,"a Medical Microspectroscopy, Department of Experimental Medicine, Faculty of Medicine, Lund University , Lund,  Sweden",1.0,high,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
What is particular about microplastics? A meta-analysis of the toxicity of microplastics and suspended sediments,"Microplastics (MP) are perceived as a threat to aquatic ecosystems but bear many similarities to suspended sediments which are often considered less harmful. It is, therefore pertinent to determine if and to what extent MPs are different from other particles occurring in aquatic ecosystems in terms of their adverse effects. We applied meta-regressions to hazard data extracted from the literature and harmonized the data to construct Species Sensitivity Distributions (SSDs) for both types of particles. The results demonstrate that the average toxicity of MPs is approximately one order of magnitude higher than that of suspended solids. However, the estimates were associated with large uncertainties and did not provide very strong evidence. In part, this is due to the general lack of comparable experimental studies and dose-dependent point estimates. We, therefore, argue that a precautionary approach should be used and MP in the 1–1000 µm size range should be considered moderately more hazardous to aquatic organisms capable of ingesting such particles. Organisms inhabiting oligotrophic habitats like coral reefs and alpine lakes, with naturally low levels of non-food particles are likely more vulnerable, and it is reasonable to assume that MP pose a relatively higher risk to aquatic life in such habitats. A meta-analysis indicates that microplastics are one order of magnitude more toxic than suspended sediments/solids, an estimate surrounded by considerable uncertainty. Graphical abstract",bio_740fa72a6d85,"M. Ogonowski *, M. Wagner, B. Rogell, M. Haave, A. Lusher","Department of Aquatic Resources, Institute of Freshwater Research, Swedish University of Agricultural Sciences , Stångholmsvägen 2, SE-17893, Drottnin",2022.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2022.11.01.514507,2022-11-01,0,0,,1.0,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microplastics cross the murine intestine and induce inflammatory cell death after phagocytosis by human monocytes and neutrophils,"Microplastics are contaminating the environment but also our food and drinking products. In a crucial study, microplastics have been detected in circulating human blood, urging the investigation of the effects of microplastics on human health. Here we aimed to determine the distribution of microplastics after oral exposure in mice and their interactions with and effects on mouse and human innate immune cells. We established that both 1 and 10μm polystyrene (PS) particles penetrated the intestinal epithelium after oral administration and could be detected in blood and liver of mice after ten days of oral administration. Using intravital microscopy we captured the in vivo phagocytosis of 1μm PS by mouse neutrophils in the liver. Pristine PS were barely phagocytosed by primary human phagocytes, however, 1 and 10µm PS pre-incubated with plasma were readily phagocytosed by human neutrophils and monocytes. Plasma-coated 1 and 10μm PS both increased human neutrophil and monocyte cell death but only after phagocytosis. Importantly, neutrophil cell death occurred a few hours after phagocytosing a single coated 10µm PS while PS of 1µm needed to be administered at a ratio of 27 particles per cell to induce significant neutrophil cell death. Neutrophil cell death upon microplastic exposure was characterized by extracellular DNA, which together with other released DAMPs can potentially trigger inflammation. Our findings suggest that microplastics could negatively impact the immune system and human health.",bio_c3241921729f,"Giulio Giustarini, Tim L.P. Skrabanja, Annemijne E.T. van den Berg, Selma van Staveren, Tom Vos, Zhi Hui Zhou, Thomas Klaessens, Eva Mulder, Joëlle Klazen, Joost Smit, Raymond Pieters, Leo Koenderman, Nienke Vrisekoop *","Department of Respiratory Medicine, Center of Translational Immunology , UMC Utrecht,  The Netherlands",2025.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,,,10.1101/2025.03.10.642492,2025-03-10,1,0,"Department of Respiratory Medicine, Center of Translational Immunology , UMC Utrecht,  The Netherlands",1.0,high,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Health Impacts of Micro- and Nanoplastics in Humans: Systematic Review of  In Vivo  Evidence,"Microplastics and nanoplastics (MNPs; <5 mm) are pervasive environmental contaminants with potential human health implications. Although laboratory models implicate MNPs in oxidative stress, inflammation, and endocrine disruption, a comprehensive synthesis of direct  in vivo  human evidence is lacking. We aimed to systematically review studies measuring MNPs in living human subjects and summarize associated health findings. We systematically searched PubMed, Web of Science, Scopus, Cochrane and Embase through 26 December 2024. Two investigators independently screened and selected original research articles that quantified MNPs in biological samples from living humans (blood, tissues, or fluids). We excluded animal,  in vitro , cell-line, and injection-based studies, as well as reports on non-plastic micro- and nanoparticles. Data extraction, performed in duplicate, included study design, participant characteristics, detection methods, polymer types, and reported health outcomes. Methodological quality was appraised using Risk Of Bias in Non-Randomized Studies - of Exposures (ROBINS-E). The primary outcome was the presence and burden of MNPs; secondary outcomes were clinical or biomarker associations. We did not perform meta-analysis due to heterogeneity. From 5 522 records, 25 studies (n=1498 participants) met inclusion. Studies employed pyrolysis-gas chromatography/mass spectrometry (n=9), Raman (n=8), infrared spectroscopy (n=7), and Fourier-transform infrared spectroscopy (n=3), often combined with microscopy. Predominant polymers were polyethylene, polypropylene, polyvinyl chloride, polyethylene terephthalate, and polystyrene. In cardiovascular research (five studies; n=454), higher thrombus and plasma MNP burdens correlated with inflammatory markers and adverse cardiac events. Reproductive research (seven studies; n=327) linked semen and tissue MNP levels to reduced sperm quality and higher burdens in tumor and placental samples. Gastrointestinal research (nine",med_ee6013a070f0,"Hien Anh Tran Anna, Daniel Hengyi Tang, Cai Ting Yong, John Joson Ng, Andrew Fu Wah Ho *","Lee Kong Chian School of Medicine, Nanyang Technological University ,  Singapore",2025.0,medRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,10.1101/2025.07.10.25331209,2025-07-10,1,0,"Lee Kong Chian School of Medicine, Nanyang Technological University ,  Singapore",1.0,high,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Factors affecting zero-waste behaviors: Focusing on the health effects of microplastics,"Microplastics harm human health. Therefore, the present study assessed the knowledge and attitude of university students towards reducing microplastic use and examined their zero-waste behaviors. Our results lay the foundation for program development aimed at promoting zero-waste activities. The study was conducted from August 20, 2021, to September 10, 2021, including students at a university in G metropolitan city. Questions were developed to verify how the use of disposables and the knowledge, attitude, and behaviors related to zero-waste were affected after the COVID-19 pandemic. A survey was conducted with 197 students, and the data of 196 students were analyzed. Family type (β=0.146, p=0.042) and usage of disposables (β=0.158, p=0.049) were the factors affecting zero-waste behavior in Model 1. In Model 2, which included the subcategory of zero-waste knowledge, the health effects of microplastics (β=0.197, p=0.008) and environmental preservation (β=0.236, p=0.001) were significant factors. In Model 3, which included the subcategory of zero-waste attitude, the health effects of microplastics (β=0.149, p=0.016), use of eco-friendly products (β=0.342, p<0.001), and environmental preservation (β=0.317, p<.001) were significant factors. Therefore, additional studies and education on the health effects of microplastics are warranted, and suitable alternatives for disposables must be developed.",med_fba34eb56ffe,"Eun-Hi Choi, Hyunjin Lee *, Mi-Jung Kang *, Inwoo Nam, Hui-Kyeong Moon, Ji-Won Sung, Jae-Yun Eu, Hae-Bin Lee","College of Nursing, Eulji University , Uijeongbu-si, Gyeonggi-do,  Republic of Korea",2022.0,medRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2022.03.04.22271923,2022-03-04,0,0,"School of Zoology, Faculty of Life Sciences, Tel Aviv University , Tel Aviv 6997801,  Israel",0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First evidence of microplastics in human ovarian follicular fluid: an emerging threat to female fertility,"Plastic pollution is a pressing global issue, with over 400 million tons produced annually and projections of 1.1 billion tons by 2050. Microplastics (MPs), ranging from 5 mm to 1 µm, are pervasive in the environment. They are found in air, sea, freshwater, soils, food chains and studies show that tiny MPs, smaller than 10 μm, can cross cellular membranes, posing potential health risks through oxidative stress, inflammation, immune dysfunction, neurotoxicity and reprotoxicity. In recent years, research has shown that microplastics have negative effects on the female reproductive systems of animals. However, there is still a lack of evidence on how the accumulation of microplastics affects the reproductive health of human females. This study aimed to examine the presence of microplastics in the ovarian follicular fluid of 18 women undergoing assisted reproductive treatment whose samples were processed using a patented method endorsed nationally and internationally. Plastic particles <10 µm were measured using SEM with EDX detection. Preventive measures were taken to avoid contamination during the process. Microplastics (dimensions <10 µm) were detected in 14 out of 18 samples of follicular fluid, with an average of 2191 p/ml (0 - 7181p/ml) and with a mean diameter of MPs of 4.48 µm (3.18-5.54 µm). A significant correlation was found between microplastic concentration and FSH (p-value <0.05), as well as a weak correlation with BMI, age and Estradiol. There was no correlation with fertilization outcomes, miscarriages, or live birth. This is the first study to provide evidence for microplastics’ presence in ovarian follicular fluid in women undergoing assisted reproductive treatment, representing a potential threat to female reproductive function.",med_b6a0ef966bf7,"Luigi Montano *, Salvatore Raimondo, Marina Piscopo, Maria Ricciardi, Antonino Guglielmino, Sandrine Chamayou, Raffaella Gentile, Mariacira Gentile, Paola Rapisarda, Gea Oliveri Conti, Margherita Ferrante, Oriana Motta","a Andrology Unit and Service of Lifestyle Medicine in UroAndrology, Local Health Authority (ASL) Salerno, Coordination Unit of the Network for Environ",2024.0,medRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2024.04.04.24305264,2024-04-04,1,0,"a Andrology Unit and Service of Lifestyle Medicine in UroAndrology, Local Health Authority (ASL) Salerno, Coordination Unit of the Network for Environmental and Reproductive Health (Eco-Food Fertility...",1.0,high,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
