PROJECT_TITLE,ABSTRACT_TEXT,CORE_PROJECT_NUM,PI_NAMEs,ORG_NAME,FISCAL_YEAR,SOURCE,EXP_HEAVY_METALS,EXP_AIR_POLLUTION,EXP_PFAS,EXP_PESTICIDES,EXP_PHTHALATES_BPA,EXP_SOLVENTS,EXP_PAHS_DIOXINS_PCBS,EXP_FLAME_RETARDANTS,EXP_MICROPLASTICS,EXP_NITRATES,MECH_NEURODEGENERATION,MECH_INFLAMMATION,MECH_OXIDATIVE_MITOCHONDRIAL,MECH_ENDOCRINE,MECH_MICROBIOME,MECH_IMMUNE_DYSFUNCTION,MECH_DNA_DAMAGE,MECH_EPIGENETIC,MECH_RECEPTOR_SIGNALING,MECH_SENESCENCE_CELL_DEATH,MECH_BARRIER_DISRUPTION,ORGAN_BRAIN_NERVOUS,ORGAN_GI_GUT,ORGAN_RESPIRATORY,ORGAN_CARDIOVASCULAR,ORGAN_REPRODUCTIVE,ORGAN_LIVER,ORGAN_KIDNEY,ORGAN_IMMUNE,ORGAN_SKIN,ORGAN_ENDOCRINE,TYPE_MECHANISTIC,TYPE_TOXICITY_SCREENING,TYPE_BIOMARKER,TYPE_RISK_ASSESSMENT,TYPE_INTERVENTION,TYPE_METHODS,TYPE_CONFERENCE,TYPE_CENTER_CORE,ADMINISTERING_IC,STAGE_EXPOSURE_CHAR,STAGE_TOXICITY,STAGE_MECHANISM,STAGE_HEALTH_OUTCOME,STAGE_INTERVENTION,PARTICLE_MICRO,PARTICLE_NANO,PARTICLE_FIBER,PARTICLE_ADDITIVE,MODEL_INVITRO,MODEL_RODENT,MODEL_ZEBRAFISH,MODEL_OTHER_ANIMAL,MODEL_HUMAN,MODEL_ENVIRONMENTAL,END_UPTAKE,END_INFLAMMATION,END_OXIDATIVE,END_GUT_MICROBIOME,END_REPRODUCTIVE,END_CARDIOVASCULAR,END_RESPIRATORY,END_NEURO,END_IMMUNE,END_GENOTOXIC,LLM_MECH_OXIDATIVE,LLM_MECH_INFLAMMATION,LLM_MECH_BARRIER,LLM_MECH_MICROBIOME,LLM_MECH_ENDOCRINE,LLM_MECH_NEURODEGENERATION,LLM_MECH_IMMUNE,LLM_MECH_DNA_DAMAGE,LLM_MECH_RECEPTOR,LLM_MECH_CELL_DEATH,LLM_OTHER_MECHANISMS,LLM_MECH_METABOLIC,doi,pub_date,STUDY_DETECTION_HUMAN,STUDY_EXPOSURE,FIRST_LAST_AUTHOR_ORG,LLM_HUMAN_HEALTH_RELEVANT,LLM_CONFIDENCE,LLM_STUDY_DETECTION,LLM_STUDY_EXPOSURE_ASSESSMENT,LLM_MECH_OXIDATIVE_STRESS,LLM_MECH_BARRIER_DISRUPTION,LLM_MECH_IMMUNE_DYSFUNCTION,LLM_MECH_RECEPTOR_SIGNALING,LLM_ORGAN_BRAIN_NERVOUS,LLM_ORGAN_CARDIOVASCULAR,LLM_ORGAN_GI_GUT,LLM_ORGAN_RESPIRATORY,LLM_ORGAN_REPRODUCTIVE,LLM_ORGAN_LIVER,LLM_ORGAN_KIDNEY,LLM_ORGAN_IMMUNE,LLM_ORGAN_ENDOCRINE,LLM_MODEL_INVITRO,LLM_MODEL_RODENT,LLM_MODEL_ZEBRAFISH,LLM_MODEL_HUMAN,LLM_MODEL_ENVIRONMENTAL,LLM_MODEL_OTHER_ANIMAL
Thermodynamic Analysis of Protein-Nanoparticle Interactions Links Binding Affinity and Structural Stability,"When nanoparticles and nanoplastics enter biological fluids, their surfaces are rapidly coated with proteins, forming a corona that governs biological responses. However, understanding protein- surface interaction energetics remains a significant challenge. Here, we examine how protein charge distribution affects adsorption to polystyrene nanoparticles (PSNPs) by generating a series of lysine-to-alanine variants of the GB3 protein. Using isothermal titration calorimetry (ITC), we found that the K19A variant binds most strongly to both non-functionalized and carboxylate- functionalized PSNPs. ITC thermograms indicate that K19A forms a stable monolayer, while other variants exhibit multilayer adsorption. We hypothesize that removing lysine at position 19 creates a flatter, more neutral interaction surface that promotes efficient initial binding. Fluorescence denaturation experiments show that PSNPs destabilize GB3 protein variants, and binding correlates strongly with protein unfolding (r = 0.82, p < 0.01 for COOH-PSNPs and r = 0.76, p < 0.03 for non-functionalized PSNPs). These results reveal how protein stability and charge distribution shape adsorption thermodynamics, offering a framework for predicting protein-surface interactions.",bio_1fa749947090,"Chathuri S. Kariyawasam, Radha P. Somarathne, Naomi C. Hellard, Nicholas C. Fitzkee *",,2025.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2025.08.21.671591,2025-08-21,0,0,"Department of Chemistry, Mississippi State University , Mississippi State, MS 39762",1,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Permittivity-Based Microparticle Classification by the Integration of Impedance Cytometry and Microwave Resonators,"Permittivity of microscopic particles can be used as a classification parameter for applications in materials and environmental sciences. However, directly measuring the permittivity of individual microparticles has proven to be challenging due to the convoluting effect of particle size on capacitive signals. To overcome this challenge, we built a sensing platform to independently obtain both the geometric and electric size of a particle, by combining impedance cytometry and microwave resonant sensing in a microfluidic chip. This way the microwave signal, which contains both permittivity and size effects, can be normalized by the size information provided by impedance cytometry to yield an intensive parameter that depends only on permittivity. The technique allowed us to differentiate between polystyrene and soda lime glass microparticles — below 22 microns in diameter— with more than 94% accuracy, despite their similar sizes and electrical characteristics. The technique offers a potential route for targeted applications such as environmental monitoring of microplastic pollution or quality control in pharmaceutical industry.",bio_2b1c9a946c60,"Uzay Tefek, Burak Sari, Mehmet S. Hanay *",,2022.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2022.09.27.509785,2022-09-27,0,0,"a Wallace H. Coulter Department of Biomedical Engineering, Georgia Institute of Technology , Atlanta GA 30332",0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oral exposure to PET microplastics alters the pancreatic transcriptome – implications for the pathogenesis of type 1 diabetes,"Type 1 diabetes is a chronic autoimmune disease, the incidence of which has been steadily increasing in recent years, particularly among adolescents. The disease results from a combination of genetic and environmental factors that lead to the destruction of insulin-producing beta cells in the pancreas. Recently, the potential role of microplastics in the pathogenesis of various diseases has gained attention. Therefore, the aim of this study was to investigate the impact of PET microplastics on the pancreas using immature pigs as a model organism. The global transcriptomic profile of the pancreas was analyzed in piglets treated with either a low (0.1 g/day) or high dose (1 g/day) of PET microplastics for 4 weeks using RNA-Seq. The analysis revealed a dose-dependent effect of PET microplastics on gene expression. A low dose affected the expression of one gene, while a high dose impacted the expression of 86 genes. The differentially expressed genes, including immune cell markers, cytokines and chemokines, may activate the immune system in the pancreas in a way that is characteristic of the pathogenesis of type 1 diabetes. It suggests that oral exposure to PET microplastics may be a new risk factor for the development of this disease.",bio_2cce11d9808e,"Karol Mierzejewski *, Aleksandra Kurzyńska, Monika Golubska, Ismena Gałęcka, Jarosław Całka, Iwona Bogacka",,2024.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,10.1101/2024.11.05.622142,2024-11-05,0,0,"Department of Animal Anatomy and Physiology, University of Warmia and Mazury in Olsztyn",1,high,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
New universal approach for microplastics detection in tissues retains histology and reveals unprecedented quantities in placental samples,"Micro- and nanoplastics (MNPs) contamination may pose a significant risk to human health. However, their true impact remains underexplored due to substantial limitations of current analytical methods. Traditional techniques like Raman and FTIR microscopy, coupled with filtration, fail to detect smaller MNPs and are prone to external contamination. Likewise, pyrolysis-GC/MS lacks the ability to pinpoint MNP size or location. This study presents a universal approach for MNPs detection in tissues, validated to mitigate external contamination risks and enable the identification of significantly smaller MNPs. The method preserves histological information, allowing for comprehensive spatial analysis, including assesment of local DNA damage using the γ-H2AX histone. Applying this method to human placenta samples revealed orders of magnitude higher MNP loads than previously reported, with quantities ranging from thousands to millions per cm³, far exceeding current reports of fewer than 1 MNP per gram or cm 3  of tissue. Importantly, within the observed concentration range, we found a positive association between MNP load and placental DNA damage. Our findings show that that the prevalence of MNPs in biological tissues has been substantially underestimated, as the smallest and potentially most harmful MNPs go undetected with traditional methods. Furthermore, we found that the concentations were linked with genotoxic effects in the placenta. This novel analytical workflow represents a significant advancement in MNPs research and provides crucial insights into their impact on human health. Prior to our study, MNPs have been detected in human tissues, including the placenta, but in very low quantities, often fewer than 1 MNP per gram or cm 3  ( Amereh et al., 2022 ;  Ragusa et al., 2021 ). Current detection methods, such as Raman and FTIR microscopy, have significant challenges, particularly in detecting MNPs in the lower size range, which are considered more hazardous ( Dzierż",med_c50fc1087544,"Quinten Wouters, Sergey Abakumov, Charlotte Van Der Stukken, Imran Aslam, Iris Van Den Eede, Peter Dedecker, Tim S. Nawrot, Maarten B.J. Roeffaers *",,2025.0,medRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,10.1101/2025.08.25.25334346,2025-08-25,1,0,"a Centre for membrane Separations, Adsorption, Catalysis and Spectroscopy for Sustainable Solutions , KU Leuven, Leuven,  Belgium",1,high,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Cortex-Wide, Cellular-Resolution Volumetric Imaging with a Modular Two-Photon Imaging Platform","Mapping cortex-wide neuronal activity at single-cell resolution has been limited by the physical trade-off between numerical aperture and field-of-view (FOV) in two-photon microscopes. We present Meso2P, a modular two-photon platform that decouples excitation and detection by introducing a lateral paraboloid fluorescence collector. The design sustains an effective NA 0.87 over a contiguous 6 × 6 mm² FOV at high speed (2,048 × 2,048 pixels at 7.67 Hz). The modular platform can be upgraded with optional modules for simultaneous multi-plane imaging (1-4 planes at full resolution and speed), volumetric imaging (6 × 6 × 0.5 mm³, 2,048 × 2,048 × 28 voxels at 1 Hz capturing > 210,000 neurons), and holographic two-photon optogenetic stimulation for targeted perturbations. To handle the resulting large-scale data, we provide an open-source deep-learning pipeline that automates motion correction, segmentation, and spike inference. We demonstrate cortex-wide sensory responses, layer-specific network synchrony during anaesthesia, and in-vivo tracking of micro- and nanoplastic distribution. Meso2P therefore provides a reproducible route to high-throughput volumetric imaging across almost the entire cortex with high detection efficiency.",bio_39bd7ddc6d0a,"Jiahao Hu, Yanfeng Zhu, Shoupei Liu, Chengyu Li, Min Zhang, Xinyang Gu, Jingchuan Wu, Fang Xu, Liang Chen, Ying Mao, Bo Li *",,2025.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2025.07.03.662899,2025-07-03,0,0,"Huashan Hospital, MOE Frontiers Center for Brain Science, State Key Laboratory of Brain Function and Disorders, Institutes for Translational Brain Research, Jinshan Hospital, Fudan University , Shangh...",1,low,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lifetime exposure to known and emerging groundwater contaminants significantly alters poultry microbiome and metabolome,"The exposome encompasses all lifetime environmental exposures affecting health. Its complexity and high data dimensionality make it challenging to link specific exposure combinations to adverse health outcomes. Establishing relevant exposome criteria is key to addressing current knowledge gaps. This study evaluated contaminant levels in Wisconsin groundwater and their effects on host health. We focused on three co-occurring chemicals that were detected at concentrations exceeding groundwater standards, nitrate, atrazine and imidacloprid, and the emerging contaminant, microplastics. In this study, broilers were exposed to a low dose chemical mixture (35,000 ppb nitrate + 1.7 ppb atrazine + 0.58 ppb imidacloprid) and high dose chemical mixture (100,000 ppb nitrate + 3,000 ppb atrazine + 3,000 ppb imidacloprid) or polyethylene microplastics (PE MPs) for 49 days. We observed that both ternary mixtures and PE fiber MPs significantly altered the cecal microbiomes as determined by the enrichment of genera,  Fournierella ,  Ruminococcus  and an unclassified genus in the family  Coriobacteriaceae . In addition, +PE fiber presence dysregulated metabolic pathways associated with bile acid biosynthesis and lipid metabolism. Similarly, perturbations to cecal microbial activity for both ternary chemical mixtures were confirmed via modulation of six metabolites including methylisopelletierine which had a higher total ion intensity than the control group. Interestingly, there were no detectable pathological effects to either the +PE fiber or ternary mixture treatment groups. Overall, the data presented here demonstrates that low doses of environmental contaminants are sufficient to dysregulate cecal taxonomic composition and microbial activity without inducing detectable pathological effects. We found that exposure to mixtures of environmental toxins caused gut dysbiosis observed by changes to the chicken cecal microbiome and metabolome. This highlights the importance of conducting",bio_3ced323772af,"Chamia C. Chatman, Elena G. Olson, Steven C. Ricke, Erica L.-W. Majumder *",,2025.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,10.1101/2025.07.12.664519,2025-07-12,0,0,"Department of Bacteriology, University of Wisconsin-Madison , Madison, WI,  USA",1,high,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
White matter hyperintensities and microplastics,"White matter hyperintensities are abnormalities that appear in MRI scans of living patients but are not apparent in MRI post-mortem. Our goal is to understand the cellular/biological basis of white matter hyperintensities (WMH). We aligned post-mortem MR scans with those collected ante-mortem and performed histopathology and pyrGC/MS for plastics on regions with WMH. PyrGC/MS detected large amounts of plastics and we determined their cellular locations with a novel optical imaging approach in regions with small vessel disease and Abeta plaques. Microplastics in the brains of people with cognitive impairment may be due to pre-existing vascular injury or contribute to it. Many questions remain: Where do they come from, do they impair function? Can they be diagnosed by MRI ante-mortem?",bio_453a62656c3a,"Elaine L. Bearer *, Marcus A. Garcia, Natalie Adolphi, Matthew J. Campen",,2024.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,10.1101/2024.11.26.625277,2024-11-26,1,0,"Department of Pathology, School of Medicine, NM Alzheimer’s Disease Research Center",1,high,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Exposure to global change and microplastics elicits an immune response in an endangered coral,"Global change is increasing seawater temperatures and decreasing oceanic pH, driving declines of coral reefs globally. Coral ecosystems are also impacted by local stressors, including microplastics, which are ubiquitous on reefs. While the independent effects of these global and local stressors are well-documented, their interactions remain less explored. Here, we examine the independent and combined effects of global change (ocean warming and acidification) and microplastics exposures on gene expression (GE) and microbial community composition in the endangered coral  Acropora cervicornis . Nine genotypes were fragmented and maintained in one of four experimental treatments: 1) ambient conditions (ambient seawater, no microplastics; AMB); 2) microplastics treatment (ambient seawater, microplastics; MP); 3) global change conditions (warm and acidic conditions, no microplastics; OAW); and 4) multistressor treatment (warm and acidic conditions with microplastics; OAW+MP) for 22 days, after which corals were sampled for genome-wide GE profiling and ITS and 16S metabarcoding. Overall  A. cervicornis  GE responses to all treatments were subtle; however, corals in the multistressor treatment exhibited the strongest GE responses, and genes associated with innate immunity were overrepresented in this treatment, according to gene ontology enrichment analyses. 16S analyses revealed stable microbiomes dominated by the bacterial associate  Aquarickettsia , suggesting that these  A. cervicornis  fragments exhibited remarkably low variability in bacterial community composition. Future work should focus on functional differences across microbiomes, especially  Aquarickettsia  and viruses, in these responses. Overall, results suggest that local stressors present a unique challenge to endangered coral species under global change.",bio_4ff2489d6f67,"Colleen B. Bove *, Katharine Greene, Sharla Sugierski, Nicola G. Kriefall, Alexa K. Huzar, Annabel M. Hughes, Koty Sharp, Nicole D. Fogarty, Sarah W. Davies *",,2022.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,10.1101/2022.09.05.506609,2022-09-05,0,0,,0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Characterization of Newly Discovered Polyester Polyurethane-degrading  Methylobacterium Aquaticum  Strain A1,"In this study, we present  Methylobacterium aquaticum  A1, a novel strain capable of degrading polyester polyurethane (PE-PUR). The attachment of  M. aquaticum  A1 to PE-PUR and its degradation capabilities were verified using Scanning Electron Microscopy (SEM) and Fourier-Transform Infrared Spectroscopy (FT-IR). Analysis of the reference genome of  M. aquaticum  revealed genes encoding enzymes with potential PE-PUR degrading activity, including esterases, lipase, proteases and amidase such as  tesA ,  pgpB ,  aes ,  aprE ,  lon ,  degQ,  and  gatA . An esterase activity assay using  p -nitrophenyl acetate ( p -NPA) showed increased ester bond-cleaving activity when  M. aquaticum  A1 was exposed to polyurethane diol (PU-diol), suggesting inducible enzymatic activity involved in PE-PUR degradation. These findings highlight the potential of  M. aquaticum  A1 as a promising biocatalyst for PE-PUR degradation. Microbial biodegradation is increasingly recognized as a sustainable approach to addressing microplastic pollution. This study introduces  M. aquaticum  A1, a newly isolated strain capable of adhering to and degrading polyester polyurethane (PE-PUR), one of the most widely utilized plastics. To our knowledge, this is the first report of PE-PUR degradation by a member of the  Methylobacterium  genus. This paper provides a detailed characterization of  M. aquaticum  A1 and identifies several enzyme candidates— tesA ,  pgpB ,  aes ,  aprE ,  lon ,  degQ,  and  gatA —as potentially involved in the degradation process. Given that  Methylobacterium  species are known to be ecologically beneficial and inhabit diverse environments, the capacity of  M. aquaticum  A1 to degrade PE-PUR presents a promising strategy for mitigating microplastic pollution across a range of ecosystems.",bio_5f7764e771a3,"SeongHyeon Lee, Haemin Jeong, Injun Jung, Myounghyun Choi *, Ah-Ram Kim *",,2024.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2024.10.18.619130,2024-10-18,0,0,"a School of Life Science, Handong Global University , Pohang, Gyeong-Buk 37554, Republic of Korea;",0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deposition of microplastics associated with bioaccumulation of heavy metals in human lungs of smokers: Implications of adsorption and mobilization of metals via microplastics,"Airborne micro- and nano plastics (MNPs), generated from synthetic textiles, vehicle tires and plastic wastes, are omnipresent in the environment and known to deposit in human lungs. Bioaccumulation of MNPs in lung tissues has been studied, but effect of tobacco smoking on deposition is not well understood. Tobacco smoke is known to contain heavy metals which can get adsorbed to the MNP surface, leading to increased environmental bioavailability. We hypothesized that smoking leads to enhanced chelation of heavy metals with airborne MNPs leading to accentuated lung bioaccumulation, thereby leading to lung pathologies. Age (20-75 years) and sex-matched archival lung tissue samples from smokers (n = 9) and non-smokers (n = 10) were procured and quantified to assess: (a) the levels of MNPs by pyro-GC/MS and (b) heavy metals by ICP-MS. Furthermore, to establish if there exists a correlation between MNP deposition and disease occurrence in current smokers, tissue samples from age-matched patients with COPD (n = 4) and IPF (n = 4) underwent pyro-GC/MS analyses. A relatively higher level of MNPs were found in the lungs of smokers (43.67 mcg/gm) as compared to non-smoker (34.53 mcg/gm) upon pyro-GC/MS analyses. We observed a marked increase in the levels of polyethylene (PE; p< 0.0076), polycarbonate (PC; p< 0.0947) and nylon6 (N6; p < 0.0653) polymers in the lungs of smokers as compared to non-smokers. Metal analyses showed a significant (p <0.0001) increase in the levels of cadmium (Cd) in the lungs of smokers with the levels of deposited Cd being more pronounced for female smokers. Importantly, we observed a strong correlation (p < 0.05) between the amounts of accumulated PE and levels of Cd in the lungs. Pyro-GC/MS analyses did not reveal any relation between MNP deposition and disease occurrence in our study. Furthermore, little to no change in the level of deposited MNPs was observed in the lungs of current versus ex-smokers in disease cohorts. Overall, our results sho",bio_180060137717,"Gagandeep Kaur, Faizan Imam, Felix Effah, Aerlin D Decker, Marcus A Garcia, Matthew J Campen, Irfan Rahman *",,2025.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.64898/2025.11.30.691449,2025-11-30,1,0,"Department of Environmental Medicine, University of Rochester Medical Center , Rochester, NY,  USA",1,high,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
